severity,original_severity,triage_severity,triage_category,triage_action,triage_reason,needs_review,triage_part_candidate,triage_issue_type,report,key,count,part_number,nomenclature,ata_code,page_label,details,tiff_path,ocr_text_path
review,review,review,real_part_nomenclature_conflict,manual_review,candidate looks like a real part with conflicting nomenclature evidence,true,120-36833-509,,part_nomenclature_conflicts,12036833509,2,120-36833-509,,,,"120TP250032A.MCE, SINGLE PASSENGER SEAT ASSY",,
review,review,review,real_part_nomenclature_conflict,manual_review,candidate looks like a real part with conflicting nomenclature evidence,true,120-36833-511,,part_nomenclature_conflicts,12036833511,2,120-36833-511,,,,"120TP250035A.MCE, SINGLE PASSENGER SEAT ASSY",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-36834-001,,nomenclature_groups,DOUBLE PASSENGER SEAT ASSY,67,,DOUBLE PASSENGER SEAT ASSY,,,"120-36834-001,120-36834-003,120-36834-005,120-36834-501,120-36834-503,120-36834-505,120-36834-509,120-36834-511,120-36834-513,120-36834-515,120-36834-517,120-36834-519,120-36834-523,120-41825-001,120-41825-003,120-41825-005,120-41825-007,120-41825-009,120-41825-017,120-41825-501,120-41825-503,120-41825-505,120-41825-507,120-41825-509,120-41825-517,120-41825-519,120-41825-521,120-42548-001,120-42548-003,120-42548-005,120-42548-007,120-42548-009,120-42548-501,120-42548-503,120-42548-507,120-45851-003,120-45851-005,120-45851-501,120-45851-503,120-45851-505,120-45851-507,120-50645-003,120-50645-005,120-50645-007,120-50645-009,120-50645-011,120-50645-013,120-50645-015,120-50645-017,120-50645-019,120-50645-021,120-50645-023,120-50645-025,120-50645-027,120-50645-029,120-50648-001,120-50648-003,120-50648-007,120-50648-009,120-50648-519,120-61382-001,120-61382-003,120-61382-501,120-61548-501,120-61548-503,20-36834-511,61548-503",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-36833-001,,nomenclature_groups,SINGLE PASSENGER SEAT ASSY,48,,SINGLE PASSENGER SEAT ASSY,,,"120-36833-001,120-36833-005,120-36833-501,120-36833-503,120-36833-507,120-36833-509,120-36833-511,120-36833-513,120-36833-515,120-36833-517,120-36833-519,120-41824-001,120-41824-003,120-41824-005,120-41824-007,120-41824-009,120-41824-261,120-41824-343,120-41824-501,120-41824-503,120-41824-505,120-41824-507,120-41824-509,120-42547-001,120-42547-003,120-42547-005,120-42547-007,120-42547-501,120-42547-503,120-42547-505,120-42547-507,120-45850-001,120-45850-003,120-45850-005,120-45850-007,120-45850-501,120-45850-503,120-45850-505,120-45850-507,120-61381-001,120-61381-003,120-61381-005,120-61381-501,120-61547-501,120-61547-503,120-61547-507,61547-501,61547-503",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-29067-003,,nomenclature_groups,STRUCTURE ASSY,20,,STRUCTURE ASSY,,,"120-29067-003,120-29067-015,120-29067-025,120-29067-027,120-29068-019,120-29068-021,120-29068-023,120-29068-027,120-29068-035,120-29068-041,120-29068-045,120-29068-047,120-29068-049,120-29068-053,120-29068-055,120-29068-057,120-29068-071,120-29069-001,120-29069-005,120-29069-007",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,CH-SEC-UN-FIG,,nomenclature_groups,CH-SEC-UN-FIG | ) ASSY NUMBER CH-SEC-UN-FIG | ] ASSY NUMBER,19,,CH-SEC-UN-FIG | ) ASSY NUMBER CH-SEC-UN-FIG | ] ASSY NUMBER,,,"120-41226-001,120-41231-003,120-42070-001,120-42221-001,120-43539-001,120-45726-001,120-46439-001,AN4-6A,AN5-16A,AN960-3L,AN960-416,AN960-516,AN960-8L,MS24693-C26,MS24693-C5,MS24693-S54,NAS4704-5,PE13076-1,PE915051-1-PT",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-29067-005,,nomenclature_groups,"STRUCTURE, ASSY. (SEE FIGURE",17,,"STRUCTURE, ASSY. (SEE FIGURE",,,"120-29067-005,120-29067-017,120-29067-029,120-29067-033,120-29068-001,120-29068-003,120-29068-005,120-29068-013,120-29068-015,120-29068-017,120-29068-025,120-29068-039,120-29068-043,120-29068-073,120-29068-075,120-29068-077,120-29068-079",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-20970-001,,nomenclature_groups,"STRUCTURE, ARMREST",12,,"STRUCTURE, ARMREST",,,"120-20970-001,120-20970-003,120-29070-001,120-29070-003,120-29070-005,120-36060-001,120-36060-003,120-36060-005,120-36061-001,120-41225-001,120-41225-003,120-41225-005",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,CH-SEC-UN-FIG,,nomenclature_groups,CH-SEC-UN-FIG | ] ASSY NUMBER CH-SEC-UN-FIG | ] ASSY NUMBER,11,,CH-SEC-UN-FIG | ] ASSY NUMBER CH-SEC-UN-FIG | ] ASSY NUMBER,,,"120-29102-003,120-3001,120-33774-001,120-34291,120-35881,120-36838-001,120-36842-001,120-37313-537,120-38579-001,34489-001,36060-001",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-50645-003,,nomenclature_groups,120TP250070.MCE,10,,120TP250070.MCE,,,"120-50645-003/013/035,120-50645-005/015,120-50645-007/017/037/039/043,120-50645-009/019,120-50645-011/021,20-50645-005/015,20-50645-009/019,20-50645-011/021,45-007/017/037/039/043,50645-003/013/035",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-36835-001,,nomenclature_groups,TRIPLE PASSENGER SEAT ASSY,8,,TRIPLE PASSENGER SEAT ASSY,,,"120-36835-001,120-36835-501,120-41826-001,120-41826-501,120-46137-001,120-46137-501,120-61549-501,120-61549-503",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-29068-005,,nomenclature_groups,OCKING WWE,7,,OCKING WWE,,,"027/039/059,120-29068-005/049,120-29068-017/027/039/059,120-29068-029/047,120-29068-031/053,120-29068-035/057,27/039/059",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,,,nomenclature_groups,< EMBRAER,5,,< EMBRAER,,,"1068C/D,1140C/D,1146C/D,1158C/D,1272C/D",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-29083-001,,nomenclature_groups,BUSHING,4,,BUSHING,,,"120-29083-001,120-38427-001,120-38428-001,PE64005-1",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,CH-SEC-UN-FIG,,nomenclature_groups,CH-SEC-UN-FIG] } ASSY NUMBER CH-SEC-UN-FIG] ] ASSY NUMBER,4,,CH-SEC-UN-FIG] } ASSY NUMBER CH-SEC-UN-FIG] ] ASSY NUMBER,,,"120-40849-001,120-41207-001,120-50675-003,120-61536-001",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-38634-001,,nomenclature_groups,"COVER, LATCH, SNACK TABLE ASSY",4,,"COVER, LATCH, SNACK TABLE ASSY",,,"120-38634-001,120-41208-001,120-47462-001,120-61610-001",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-40795-001,,nomenclature_groups,"COVER, TRIM",4,,"COVER, TRIM",,,"120-40795-001,120-40795-002,120-41474-001,120-41474-002",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-40796-001,,nomenclature_groups,"COVER, TRIM, FRONT",4,,"COVER, TRIM, FRONT",,,"120-40796-001,120-40796-003,120-41475-001,120-41475-003",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-50648-531,,nomenclature_groups,DOUBLE PASSENGER SEAT ASSYV,4,,DOUBLE PASSENGER SEAT ASSYV,,,"120-50648-531,120-50648-549,120-61382-005,120-61548-507",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,CR3522-5,,nomenclature_groups,FASTENER,4,,FASTENER,,,"CR3522-5,CR8523-5,HL22-5-23,R3522-5",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-37735-001,,nomenclature_groups,"LINING ASSY., - ARMREST",4,,"LINING ASSY., - ARMREST",,,"120-37735-001,120-37775-003,120-40636-001,120-40636-003",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-50648-549,,nomenclature_groups,120CMM251003.MCE,3,,120CMM251003.MCE,,,"120-50648-549/551,61548-507,648-549/551",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-50648-51,,nomenclature_groups,120CMM251004.MCE,3,,120CMM251004.MCE,,,"120-50648-51,120-50648-519/521,61548-501",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-41826-521,,nomenclature_groups,120CMM251005.MCE,3,,120CMM251005.MCE,,,"120-41826-521/535,120-61549-501/503,1549-501/503",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-41824-26,,nomenclature_groups,120CMM251007.MCE,3,,120CMM251007.MCE,,,"120-41824-26,120-41824-261/243,120-61457-503",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-42548-001,,nomenclature_groups,120TP250050.MCE,3,,120TP250050.MCE,,,"120-42548-001/501,120-42548-007/507,20-42548-001/501",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-45851-001,,nomenclature_groups,120TP250053.MCE,3,,120TP250053.MCE,,,"120-45851-001/501,120-45851-005/505,20-45851-001/501",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-29068-013,,nomenclature_groups,120TP250082.MCE,3,,120TP250082.MCE,,,"120-29068-013/051,120-29068-021/023,127/039/059",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-50648-005,,nomenclature_groups,DOUBLE PASSENGER SEAT,3,,DOUBLE PASSENGER SEAT,,,"120-50648-005,120-50648-011,120-61382-007",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-36843-001,,nomenclature_groups,"HOLDER, MAGAZINE",3,,"HOLDER, MAGAZINE",,,"120-36843-001,120-37313-001,120-37313-535",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,Z20-21-UU-30A,,nomenclature_groups,OU ZZ,3,,OU ZZ,,,"Z20-21-UU-30A,Z20-21-UU-99,Z20-21-UU-U9d",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-29093-001,,nomenclature_groups,"SUPPORT, ATTACH",3,,"SUPPORT, ATTACH",,,"120-29093-001,120-34293-001,120-34293-003",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-29072-001,,nomenclature_groups,"TABLE, SNACK FOLDING, ASSY",3,,"TABLE, SNACK FOLDING, ASSY",,,"120-29072-001,120-42660-001,120-61410-001",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-41824-297,,nomenclature_groups,120CMM251006.MCE,2,,120CMM251006.MCE,,,"120-41824-297/343,61547-507",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-41824-21,,nomenclature_groups,120CMM251008.MCE,2,,120CMM251008.MCE,,,"120-41824-21,120-41824-217/235",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-41824-001,,nomenclature_groups,120TP250014.MCE,2,,120TP250014.MCE,,,"120-41824-001/501,41824-001/501",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-42548-005,,nomenclature_groups,120TP250052.MCE,2,,120TP250052.MCE,,,"120-42548-005/009/505/509,2548-005/009/505/509",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-41825-007,,nomenclature_groups,120TP250059.MCE,2,,120TP250059.MCE,,,"120-41825-007/017,20-41825-007/017",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,20-36834-501,,nomenclature_groups,120TP250062A.MCE,2,,120TP250062A.MCE,,,"20-36834-501/509,20-36834-519",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-36834-005,,nomenclature_groups,120TP250066.MCE,2,,120TP250066.MCE,,,"120-36834-005/515,20-36834-005/515",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-29068-0771,,nomenclature_groups,120TP250083.MCE,2,,120TP250083.MCE,,,"120-29068-0771,20-29068-017/027/039/059",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-29073-006,,nomenclature_groups,"AS NECESSARY, USING THE",2,,"AS NECESSARY, USING THE",,,"120-29073-006,120-29074-015",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,CH-SEC-UN-FIG,,nomenclature_groups,CH-SEC-UN-FIG ] ) ASSY NUMBER CH-SEC-UN-FIG | ] ASSY NUMBER,2,,CH-SEC-UN-FIG ] ) ASSY NUMBER CH-SEC-UN-FIG | ] ASSY NUMBER,,,"H14-04,H42-06",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,CH-SEC-UN-FIG,,nomenclature_groups,CH-SEC-UN-FIG | } ASSY NUMBER CH-SEC-UN-FIG | ] ASSY NUMBER,2,,CH-SEC-UN-FIG | } ASSY NUMBER CH-SEC-UN-FIG | ] ASSY NUMBER,,,"120-29067-035,120-29076-001",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-40888-001,,nomenclature_groups,"COVER, TRIM, REAR-MOVABLEARMREST",2,,"COVER, TRIM, REAR-MOVABLEARMREST",,,"120-40888-001,120-41231-001",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-41825-009,,nomenclature_groups,"NER BUTTON, MALE",2,,"NER BUTTON, MALE",,,"120-41825-009/509,120-45850-001/501",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,CR3523-5,,nomenclature_groups,ON AW FASTENER,2,,ON AW FASTENER,,,"CR3523-5,R3523-5",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-48023-001,,nomenclature_groups,"PIN, ATTACH",2,,"PIN, ATTACH",,,"120-48023-001,PE21052-2",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-36059-001,,nomenclature_groups,SEAT,2,,SEAT,,,"120-36059-001,120272/120273",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-36833-003,,nomenclature_groups,SINGLE PASSENGER SEAT ASSYV,2,,SINGLE PASSENGER SEAT ASSYV,,,"120-36833-003,120-41824-235",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-29068-033,,nomenclature_groups,STRUCTURE ASSY . ETERS,2,,STRUCTURE ASSY . ETERS,,,"120-29068-033,120-29068-037",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-29074-001,,nomenclature_groups,"STRUCTURE, CENTRAL LEG",2,,"STRUCTURE, CENTRAL LEG",,,"120-29074-001,120-29074-013",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-29073-001,,nomenclature_groups,"STRUCTURE, LATERAL LEG",2,,"STRUCTURE, LATERAL LEG",,,"120-29073-001,120-29073-002",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-26948-003,,nomenclature_groups,SUPPORT,2,,SUPPORT,,,"120-26948-003,120-38579-003",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,MIL-C-83285,,nomenclature_groups,TION,2,,TION,,,"MIL-C-83285,MIL-C-83286",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-45850-007,,nomenclature_groups,TIT DT,2,,TIT DT,,,"120-45850-007/507,45850-007/507",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,45850-003,,nomenclature_groups,"TON, MALE . 2 . £075221",2,,"TON, MALE . 2 . £075221",,,"45850-003/503,45850-005/505",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-41826-001,,nomenclature_groups,"TRIM, REAR-MOVABLEARMREST",2,,"TRIM, REAR-MOVABLEARMREST",,,"120-41826-001/501,120-46137-001/501",,
info,info,info,info,keep_as_info,raw QA row was already informational and no stronger rule matched,false,120-36834-50,,nomenclature_groups,TT 4H,2,,TT 4H,,,"120-36834-50,36834-501/509",,
ok,ok,ok,ok,keep,row is already marked ok,false,20-21-UU0-U2,,nomenclature_groups,"""TI",1,,"""TI",,,20-21-UU0-U2,,
ok,ok,ok,ok,keep,row is already marked ok,false,244CS-3-2,,nomenclature_groups,"""~~ FASTENERS HL",1,,"""~~ FASTENERS HL",,,244CS-3-2,,
ok,ok,ok,ok,keep,row is already marked ok,false,R3523-4,,nomenclature_groups,0 NA OR,1,,0 NA OR,,,R3523-4,,
ok,ok,ok,ok,keep,row is already marked ok,false,36833-5189,,nomenclature_groups,00 REE SOON,1,,00 REE SOON,,,36833-5189,,
ok,ok,ok,ok,keep,row is already marked ok,false,2024-T3,,nomenclature_groups,016 MM (0.040 IN,1,,016 MM (0.040 IN,,,2024-T3,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-29068-07,,nomenclature_groups,"1 . STRUCTURE, ASSY. (SEE FIGURE",1,,"1 . STRUCTURE, ASSY. (SEE FIGURE",,,120-29068-07,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-50648-53,,nomenclature_groups,1 DOUBLE PASSENGER SEAT ASSYV,1,,1 DOUBLE PASSENGER SEAT ASSYV,,,120-50648-53,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-29068-04,,nomenclature_groups,1 STRUCTURE ASSY,1,,1 STRUCTURE ASSY,,,120-29068-04,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-29068-06,,nomenclature_groups,1 STRUCTURE ASSY . ERES,1,,1 STRUCTURE ASSY . ERES,,,120-29068-06,,
ok,ok,ok,ok,keep,row is already marked ok,false,1-001,,nomenclature_groups,"1-001 . STRUCTURE, ARMREST",1,,"1-001 . STRUCTURE, ARMREST",,,120-3907,,
ok,ok,ok,ok,keep,row is already marked ok,false,1-001,,nomenclature_groups,1-001 DOUBLE PASSENGER SEAT ASSY,1,,1-001 DOUBLE PASSENGER SEAT ASSY,,,120-4585,,
ok,ok,ok,ok,keep,row is already marked ok,false,,,nomenclature_groups,120/1176 JUL 30/,1,,120/1176 JUL 30/,,,1014A/B,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-50648-531,,nomenclature_groups,120CMM251000.MCE,1,,120CMM251000.MCE,,,120-50648-531/533,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-41824-005,,nomenclature_groups,120TP0017.MCE,1,,120TP0017.MCE,,,120-41824-005/505,,
ok,ok,ok,ok,keep,row is already marked ok,false,,,nomenclature_groups,120TP0020.MCE,1,,120TP0020.MCE,,,1072C/D,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-41824-003,,nomenclature_groups,120TP250015.MCE,1,,120TP250015.MCE,,,120-41824-003/503,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-42547-001,,nomenclature_groups,120TP250022.MCE,1,,120TP250022.MCE,,,120-42547-001/501,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-42547-003,,nomenclature_groups,120TP250023.MCE,1,,120TP250023.MCE,,,120-42547-003/503,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-42547-005,,nomenclature_groups,120TP250024.MCE,1,,120TP250024.MCE,,,120-42547-005/505,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-42547-007,,nomenclature_groups,120TP250025.MCE,1,,120TP250025.MCE,,,120-42547-007/507,,
ok,ok,ok,ok,keep,row is already marked ok,false,45850-001,,nomenclature_groups,120TP250026.MCE,1,,120TP250026.MCE,,,45850-001/501,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-45850-003,,nomenclature_groups,120TP250027.MCE,1,,120TP250027.MCE,,,120-45850-003/503,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-45850-005,,nomenclature_groups,120TP250029. MCE,1,,120TP250029. MCE,,,120-45850-005/505,,
ok,ok,ok,ok,keep,row is already marked ok,false,036833-501,,nomenclature_groups,120TP250031A.MCE,1,,120TP250031A.MCE,,,036833-501,,
ok,ok,ok,ok,keep,row is already marked ok,false,36833-503,,nomenclature_groups,120TP250034A.MCE,1,,120TP250034A.MCE,,,36833-503,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-42548-003,,nomenclature_groups,120TP250051.MCE,1,,120TP250051.MCE,,,120-42548-003/503,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-45851-003,,nomenclature_groups,120TP250054.MCE,1,,120TP250054.MCE,,,120-45851-003/503,,
ok,ok,ok,ok,keep,row is already marked ok,false,20-45851-007,,nomenclature_groups,"120TP250055, .MCE",1,,"120TP250055, .MCE",,,20-45851-007/507,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-45851-007,,nomenclature_groups,120TP250055.MCE,1,,120TP250055.MCE,,,120-45851-007/507,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-41825-519,,nomenclature_groups,120TP250057. MCE,1,,120TP250057. MCE,,,120-41825-519/521,,
ok,ok,ok,ok,keep,row is already marked ok,false,20-41825-519,,nomenclature_groups,120TP250057.MCE,1,,120TP250057.MCE,,,20-41825-519/521,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-41825-507,,nomenclature_groups,120TP250060A.MCE,1,,120TP250060A.MCE,,,120-41825-507/517,,
ok,ok,ok,ok,keep,row is already marked ok,false,20-36834-513,,nomenclature_groups,120TP250068.MCE,1,,120TP250068.MCE,,,20-36834-513,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-29067-023,,nomenclature_groups,120TP250075.MCE,1,,120TP250075.MCE,,,120-29067-023/033,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-29068-041,,nomenclature_groups,120TP250087.MCE,1,,120TP250087.MCE,,,120-29068-041/055,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-29068-019,,nomenclature_groups,120TP250088.MCE,1,,120TP250088.MCE,,,120-29068-019/033,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-29069-007,,nomenclature_groups,120TP250098.MCE,1,,120TP250098.MCE,,,120-29069-007/009,,
ok,ok,ok,ok,keep,row is already marked ok,false,Z20-21-UU-0U,,nomenclature_groups,14U0,1,,14U0,,,Z20-21-UU-0U,,
ok,ok,ok,ok,keep,row is already marked ok,false,20-IFL,,nomenclature_groups,1U00 JUI OUIUS,1,,1U00 JUI OUIUS,,,20-IFL,,
ok,ok,ok,ok,keep,row is already marked ok,false,MIL-C-22750,,nomenclature_groups,"2) POLYURETHANE, PAINT, IVORY, SPECIFICATION",1,,"2) POLYURETHANE, PAINT, IVORY, SPECIFICATION",,,MIL-C-22750,,
ok,ok,ok,ok,keep,row is already marked ok,false,120-41824-009,,nomenclature_groups,"2, TRIM, FRONT",1,,"2, TRIM, FRONT",,,120-41824-009/509,,
ok,ok,ok,ok,keep,row is already marked ok,false,29-2,,nomenclature_groups,29-2 |-QU-20 10U 1 29-21-QU-F F 1/U C,1,,29-2 |-QU-20 10U 1 29-21-QU-F F 1/U C,,,20-40849-001,,
ok,ok,ok,ok,keep,row is already marked ok,false,MIL-R-5632,,nomenclature_groups,2N 995 AND 1049°F,1,,2N 995 AND 1049°F,,,MIL-R-5632,,
info,review,info,non_part_figure_or_sheet_reference,suppress_from_review_queue,"candidate looks like a figure/sheet/index code, not a catalog part number",false,00-08A,,parts_missing_nomenclature,0008A,2,00-08A,,,,"Mention pages: 1011,1041",,
info,review,info,non_part_slash_reference,suppress_from_review_queue,slash-separated code does not look like a part-number group,false,E0/5221,,parts_missing_nomenclature,E05221,2,E0/5221,,,,"Mention pages: 1112,1172",,
info,review,info,non_part_figure_or_sheet_reference,suppress_from_review_queue,"candidate looks like a figure/sheet/index code, not a catalog part number",false,00-06A,,parts_missing_nomenclature,0006A,1,00-06A,,,,Mention pages: 1011,,
info,review,info,non_part_figure_or_sheet_reference,suppress_from_review_queue,"candidate looks like a figure/sheet/index code, not a catalog part number",false,00-29A,,parts_missing_nomenclature,0029A,1,00-29A,,,,Mention pages: 1016,,
info,review,info,non_part_figure_or_sheet_reference,suppress_from_review_queue,"candidate looks like a figure/sheet/index code, not a catalog part number",false,00-30A,,parts_missing_nomenclature,0030A,1,00-30A,,,,Mention pages: 1016,,
info,review,info,non_part_figure_or_sheet_reference,suppress_from_review_queue,"candidate looks like a figure/sheet/index code, not a catalog part number",false,00-35A,,parts_missing_nomenclature,0035A,1,00-35A,,,,Mention pages: 1029,,
info,review,info,non_part_reference_or_noise,suppress_from_review_queue,review row does not contain a plausible part number,false,100 140140,,parts_missing_nomenclature,100140140,1,100 140140,,,,Mention pages: 1150,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-26948-001,,parts_missing_nomenclature,12026948001,1,120-26948-001,,,,Mention pages: 1010,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-29066-019,,parts_missing_nomenclature,12029066019,1,120-29066-019,,,,Mention pages: 1012,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-29066-049,,parts_missing_nomenclature,12029066049,1,120-29066-049,,,,Mention pages: 1012,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-29067-013,,parts_missing_nomenclature,12029067013,1,120-29067-013,,,,Mention pages: 1011,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-29067-031,,parts_missing_nomenclature,12029067031,1,120-29067-031,,,,Mention pages: 1011,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-29073-005,,parts_missing_nomenclature,12029073005,1,120-29073-005,,,,Mention pages: 1013,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-29073-007,,parts_missing_nomenclature,12029073007,1,120-29073-007,,,,Mention pages: 1013,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-29073-008,,parts_missing_nomenclature,12029073008,1,120-29073-008,,,,Mention pages: 1013,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-29075-031,,parts_missing_nomenclature,12029075031,1,120-29075-031,,,,Mention pages: 1014,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-30016-001,,parts_missing_nomenclature,12030016001,1,120-30016-001,,,,Mention pages: 1015,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-30016-002,,parts_missing_nomenclature,12030016002,1,120-30016-002,,,,Mention pages: 1015,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-30017-001,,parts_missing_nomenclature,12030017001,1,120-30017-001,,,,Mention pages: 1015,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-31626-001,,parts_missing_nomenclature,12031626001,1,120-31626-001,,,,Mention pages: 1015,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-34891,,parts_missing_nomenclature,12034891,1,120-34891,,,,Mention pages: 1017,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-35881-001,,parts_missing_nomenclature,12035881001,1,120-35881-001,,,,Mention pages: 1017,,
