page_id,page_number,source_operational_route,route_subtype,source_validation_decision,source_validation_status,source_final_do_not_embed,ocr_word_count,part_number_count,ocr_sample_text,answer_permission,can_answer_directly,can_prove_claims,source_truth_mutation_allowed,unsafe_record,human_review_required,manual_review_required,postgres_write_attempt,qdrant_write_attempt,opensearch_write_attempt,retry_attempted,retry_status,retry_validation_decision,final_validated_operational_route,final_validation_score,final_validation_reasons,final_do_not_embed,qdrant_embedding_allowed,opensearch_index_allowed,candidate_probe_results
t_p_120_1176_p000172,172,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,75,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000174,174,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,66,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000175,175,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,66,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000178,178,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,66,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000180,180,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,66,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000298,298,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,75,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000329,329,plain_text,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,64,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000338,338,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,71,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000341,341,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,72,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000379,379,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,76,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000403,403,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,78,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000430,430,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,78,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000435,435,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,78,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000439,439,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,78,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000446,446,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,76,1,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr""], ""route"": ""image"", ""score"": 20.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000454,454,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,73,0,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr"", ""no_part_numbers""], ""route"": ""image"", ""score"": 30.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""no_part_numbers"", ""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 30.0}]"
t_p_120_1176_p000457,457,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,59,0,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr"", ""no_part_numbers""], ""route"": ""image"", ""score"": 30.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""no_part_numbers"", ""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 30.0}]"
t_p_120_1176_p000460,460,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,76,0,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr"", ""no_part_numbers""], ""route"": ""image"", ""score"": 30.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""no_part_numbers"", ""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 30.0}]"
t_p_120_1176_p000463,463,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,64,0,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr"", ""no_part_numbers""], ""route"": ""image"", ""score"": 30.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""no_part_numbers"", ""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 30.0}]"
t_p_120_1176_p000476,476,image,mixed_text_and_figure,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,219,3,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,45.0,"[""no_candidate_probe_met_threshold"", ""substantial_ocr_text"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""image_route_prior""], ""route"": ""image"", ""score"": 35.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""substantial_ocr_text"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 45.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""part_number_cluster""], ""route"": ""table"", ""score"": 40.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000481,481,image,mixed_text_and_figure,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,256,4,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,45.0,"[""no_candidate_probe_met_threshold"", ""substantial_ocr_text"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""image_route_prior""], ""route"": ""image"", ""score"": 35.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""part_number_cluster""], ""route"": ""table"", ""score"": 40.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""substantial_ocr_text"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 45.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000482,482,table,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,267,5,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,45.0,"[""no_candidate_probe_met_threshold"", ""substantial_ocr_text"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""part_number_cluster""], ""route"": ""table"", ""score"": 40.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""substantial_ocr_text"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 45.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""image"", ""score"": 0.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 15.0}]"
t_p_120_1176_p000508,508,plain_text,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,55,0,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr"", ""no_part_numbers""], ""route"": ""image"", ""score"": 30.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""no_part_numbers"", ""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 30.0}]"
