page_number,page_id,source_operational_route,route_subtype,validated_operational_route,validation_decision,validation_status,validation_score,validator_contracts_executed,passed_validator_contracts,failed_validator_contracts,secondary_operational_routes,route_confidence_band,route_confidence_score,source_validator_required,source_multi_route_required,final_do_not_embed,qdrant_embedding_allowed,opensearch_index_allowed,ocr_text_word_count,part_number_count,validation_reasons,source_member,source_image_path,ocr_text_path
224,t_p_120_1176_p000224,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,100,1,[],00000224.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000224.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000224.txt
227,t_p_120_1176_p000227,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,95,1,[],00000227.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000227.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000227.txt
233,t_p_120_1176_p000233,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,112,1,[],00000233.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000233.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000233.txt
236,t_p_120_1176_p000236,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,104,1,[],00000236.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000236.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000236.txt
239,t_p_120_1176_p000239,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,105,1,[],00000239.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000239.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000239.txt
242,t_p_120_1176_p000242,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,92,1,[],00000242.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000242.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000242.txt
245,t_p_120_1176_p000245,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,113,1,[],00000245.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000245.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000245.txt
248,t_p_120_1176_p000248,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,103,1,[],00000248.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000248.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000248.txt
251,t_p_120_1176_p000251,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,102,1,[],00000251.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000251.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000251.txt
254,t_p_120_1176_p000254,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,96,1,[],00000254.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000254.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000254.txt
257,t_p_120_1176_p000257,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,98,1,[],00000257.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000257.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000257.txt
260,t_p_120_1176_p000260,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,95,1,[],00000260.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000260.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000260.txt
263,t_p_120_1176_p000263,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,119,1,[],00000263.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000263.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000263.txt
266,t_p_120_1176_p000266,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,117,1,[],00000266.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000266.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000266.txt
269,t_p_120_1176_p000269,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,99,1,[],00000269.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000269.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000269.txt
272,t_p_120_1176_p000272,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,96,1,[],00000272.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000272.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000272.txt
275,t_p_120_1176_p000275,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,98,1,[],00000275.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000275.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000275.txt
278,t_p_120_1176_p000278,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,108,1,[],00000278.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000278.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000278.txt
281,t_p_120_1176_p000281,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,111,0,[],00000281.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000281.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000281.txt
284,t_p_120_1176_p000284,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,99,1,[],00000284.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000284.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000284.txt
287,t_p_120_1176_p000287,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,92,1,[],00000287.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000287.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000287.txt
290,t_p_120_1176_p000290,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,101,1,[],00000290.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000290.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000290.txt
293,t_p_120_1176_p000293,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,129,1,[],00000293.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000293.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000293.txt
296,t_p_120_1176_p000296,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,121,1,[],00000296.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000296.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000296.txt
298,t_p_120_1176_p000298,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,75,1,[],00000298.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000298.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000298.txt
299,t_p_120_1176_p000299,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,135,1,[],00000299.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000299.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000299.txt
302,t_p_120_1176_p000302,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,137,1,[],00000302.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000302.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000302.txt
305,t_p_120_1176_p000305,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,112,1,[],00000305.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000305.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000305.txt
308,t_p_120_1176_p000308,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,106,1,[],00000308.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000308.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000308.txt
311,t_p_120_1176_p000311,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,80,1,[],00000311.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000311.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000311.txt
313,t_p_120_1176_p000313,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,82,1,[],00000313.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000313.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000313.txt
315,t_p_120_1176_p000315,image,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""image_visual_sparse_label_validator""]",[],"[""image_visual_sparse_label_validator""]",[],low,0.0,True,True,True,False,False,80,1,[],00000315.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000315.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000315.txt
317,t_p_120_1176_p000317,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,82,1,[],00000317.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000317.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000317.txt
319,t_p_120_1176_p000319,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,87,1,[],00000319.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000319.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000319.txt
321,t_p_120_1176_p000321,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,82,1,[],00000321.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000321.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000321.txt
323,t_p_120_1176_p000323,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,82,1,[],00000323.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000323.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000323.txt
325,t_p_120_1176_p000325,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,83,1,[],00000325.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000325.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000325.txt
327,t_p_120_1176_p000327,image,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""image_visual_sparse_label_validator""]",[],"[""image_visual_sparse_label_validator""]",[],low,0.0,True,True,True,False,False,80,1,[],00000327.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000327.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000327.txt
329,t_p_120_1176_p000329,plain_text,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""plain_text_ocr_context_validator""]",[],"[""plain_text_ocr_context_validator""]",[],low,0.0,True,True,True,False,False,64,1,[],00000329.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000329.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000329.txt
336,t_p_120_1176_p000336,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,107,1,[],00000336.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000336.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000336.txt
338,t_p_120_1176_p000338,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,71,1,[],00000338.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000338.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000338.txt
339,t_p_120_1176_p000339,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,94,1,[],00000339.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000339.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000339.txt
341,t_p_120_1176_p000341,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,72,1,[],00000341.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000341.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000341.txt
342,t_p_120_1176_p000342,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,81,1,[],00000342.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000342.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000342.txt
345,t_p_120_1176_p000345,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,80,1,[],00000345.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000345.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000345.txt
348,t_p_120_1176_p000348,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,87,1,[],00000348.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000348.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000348.txt
351,t_p_120_1176_p000351,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,84,1,[],00000351.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000351.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000351.txt
