page_number,page_id,source_operational_route,route_subtype,validated_operational_route,validation_decision,validation_status,validation_score,validator_contracts_executed,passed_validator_contracts,failed_validator_contracts,secondary_operational_routes,route_confidence_band,route_confidence_score,source_validator_required,source_multi_route_required,final_do_not_embed,qdrant_embedding_allowed,opensearch_index_allowed,ocr_text_word_count,part_number_count,validation_reasons,source_member,source_image_path,ocr_text_path
119,t_p_120_1176_p000119,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,154,9,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000119.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000119.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000119.txt
120,t_p_120_1176_p000120,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,76,1,[],00000120.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000120.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000120.txt
121,t_p_120_1176_p000121,blank,blank_candidate,blank,validated_primary_route,PASS,100.0,"[""blank_candidate_confirmation_scan""]","[""blank_candidate_confirmation_scan""]",[],[],high,98.0,False,False,True,False,False,0,0,"[""blank_subtype"", ""empty_or_near_empty_ocr"", ""no_part_number_tokens""]",00000121.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000121.tif,
122,t_p_120_1176_p000122,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,239,12,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000122.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000122.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000122.txt
123,t_p_120_1176_p000123,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,217,9,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000123.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000123.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000123.txt
124,t_p_120_1176_p000124,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,84,1,[],00000124.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000124.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000124.txt
125,t_p_120_1176_p000125,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,226,12,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000125.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000125.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000125.txt
126,t_p_120_1176_p000126,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,222,8,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000126.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000126.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000126.txt
127,t_p_120_1176_p000127,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,101,1,[],00000127.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000127.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000127.txt
128,t_p_120_1176_p000128,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,206,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000128.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000128.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000128.txt
129,t_p_120_1176_p000129,table,detailed_parts_list,table,validated_primary_route,PASS,72.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,146,7,"[""table_subtype"", ""moderate_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000129.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000129.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000129.txt
130,t_p_120_1176_p000130,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,69,1,[],00000130.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000130.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000130.txt
131,t_p_120_1176_p000131,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,214,11,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000131.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000131.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000131.txt
132,t_p_120_1176_p000132,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,244,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000132.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000132.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000132.txt
133,t_p_120_1176_p000133,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,66,1,[],00000133.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000133.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000133.txt
134,t_p_120_1176_p000134,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,242,11,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000134.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000134.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000134.txt
135,t_p_120_1176_p000135,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,178,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000135.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000135.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000135.txt
136,t_p_120_1176_p000136,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,71,1,[],00000136.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000136.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000136.txt
137,t_p_120_1176_p000137,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,233,11,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000137.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000137.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000137.txt
138,t_p_120_1176_p000138,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,174,9,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000138.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000138.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000138.txt
139,t_p_120_1176_p000139,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,83,1,[],00000139.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000139.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000139.txt
140,t_p_120_1176_p000140,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,268,16,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000140.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000140.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000140.txt
141,t_p_120_1176_p000141,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,78,1,[],00000141.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000141.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000141.txt
142,t_p_120_1176_p000142,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,67,1,[],00000142.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000142.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000142.txt
143,t_p_120_1176_p000143,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,237,11,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000143.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000143.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000143.txt
144,t_p_120_1176_p000144,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,185,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000144.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000144.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000144.txt
145,t_p_120_1176_p000145,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,67,1,[],00000145.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000145.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000145.txt
146,t_p_120_1176_p000146,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,210,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000146.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000146.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000146.txt
147,t_p_120_1176_p000147,table,detailed_parts_list,table,validated_primary_route,PASS,72.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,122,7,"[""table_subtype"", ""moderate_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000147.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000147.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000147.txt
148,t_p_120_1176_p000148,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,70,1,[],00000148.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000148.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000148.txt
149,t_p_120_1176_p000149,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,207,11,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000149.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000149.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000149.txt
150,t_p_120_1176_p000150,table,detailed_parts_list,table,validated_primary_route,PASS,72.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,92,5,"[""table_subtype"", ""moderate_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000150.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000150.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000150.txt
151,t_p_120_1176_p000151,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,68,1,[],00000151.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000151.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000151.txt
152,t_p_120_1176_p000152,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,210,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000152.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000152.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000152.txt
153,t_p_120_1176_p000153,table,detailed_parts_list,table,validated_primary_route,PASS,72.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,123,6,"[""table_subtype"", ""moderate_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000153.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000153.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000153.txt
154,t_p_120_1176_p000154,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,75,1,[],00000154.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000154.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000154.txt
155,t_p_120_1176_p000155,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,192,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000155.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000155.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000155.txt
156,t_p_120_1176_p000156,table,detailed_parts_list,table,validated_primary_route,PASS,72.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,117,6,"[""table_subtype"", ""moderate_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000156.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000156.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000156.txt
157,t_p_120_1176_p000157,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,69,1,[],00000157.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000157.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000157.txt
158,t_p_120_1176_p000158,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,219,11,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000158.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000158.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000158.txt
159,t_p_120_1176_p000159,table,detailed_parts_list,table,validated_primary_route,PASS,72.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,84,4,"[""table_subtype"", ""moderate_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000159.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000159.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000159.txt
160,t_p_120_1176_p000160,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,74,1,[],00000160.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000160.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000160.txt
161,t_p_120_1176_p000161,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,209,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000161.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000161.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000161.txt
162,t_p_120_1176_p000162,table,detailed_parts_list,table,validated_primary_route,PASS,72.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,88,4,"[""table_subtype"", ""moderate_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000162.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000162.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000162.txt
163,t_p_120_1176_p000163,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,82,1,[],00000163.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000163.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000163.txt
