answer_permission,blocked_from_retrieval_loaders,dry_run_only,final_do_not_embed,final_validated_operational_route,live_write_enabled,loader_targets,opensearch_index_allowed,page_id,page_number,postgres_graph_record,qdrant_embedding_allowed,raw_tiff_reference,record_index,source_image_sha256,source_member,source_truth_mutation_allowed,storage_decision,unsafe,validator_gated,write_attempted,route,source_image_path,ocr_text_path,lineage_repair_status,lineage_ready,missing_lineage_fields,evidence_policy,postgres_write_attempt,postgres_graph_plan_joined,embedding_scope,qdrant_write_attempt,qdrant_plan_joined,target_plan_join_status,target_plan_joined_targets,contract_statuses,missing_contract_fields_by_target,contract_ready_targets,postgres_contract_ready,qdrant_contract_ready,opensearch_contract_ready,live_write_allowed,loader_contract_blockers,loader_contract_status,exact_index_scope,opensearch_write_attempt,opensearch_plan_joined
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000152,152,True,True,00000152.tif,152,1eb1346a38edbf3638f8fa10c7fe86035a954f8708dd82e402a649b7fe22a07a,00000152.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000152.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000152.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000153,153,True,True,00000153.tif,153,218c5cf2d5435fb83bf33e3c27986015888a81afd0225f786d7d8e072121a96f,00000153.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000153.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000153.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,True,True,True,table,False,"[""postgres_graph""]",False,t_p_120_1176_p000154,154,True,False,00000154.tif,154,dca8354cd0e46f23f4b1e7dcae9acb97e454ca44ec744bddf828c81613f9dbbd,00000154.tif,False,graph_only_validator_gated,False,True,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000154.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000154.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_only,False,True,,,,joined_target_specific_dry_run_plans,"[""postgres_graph""]","{""postgres_graph"": ""ready""}","{""postgres_graph"": []}","[""postgres_graph""]",True,False,False,False,[],ready_dry_run_only,,,
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000155,155,True,True,00000155.tif,155,64f030511eed5b6e76892503f301fa01f1c04a07fef96f95b2e7750df69dad1f,00000155.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000155.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000155.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000156,156,True,True,00000156.tif,156,7aa2a0be2fa371de746b71bde7e3ce1e40e3b8224ee3ed272e7745ad1c445e62,00000156.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000156.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000156.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,True,True,True,table,False,"[""postgres_graph""]",False,t_p_120_1176_p000157,157,True,False,00000157.tif,157,20415b43c1311306bb0f79f936266d0a7f8debe4d25453233396c5dee5ed2e7d,00000157.tif,False,graph_only_validator_gated,False,True,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000157.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000157.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_only,False,True,,,,joined_target_specific_dry_run_plans,"[""postgres_graph""]","{""postgres_graph"": ""ready""}","{""postgres_graph"": []}","[""postgres_graph""]",True,False,False,False,[],ready_dry_run_only,,,
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000158,158,True,True,00000158.tif,158,154503a7aaf745117bdf2f90bdbb94736d1a7e7ef6c5543e6dc04c36bfb2116e,00000158.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000158.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000158.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000159,159,True,True,00000159.tif,159,e81d0dcbb522cf0e6f85b47ae40d99b65c71c75a0738f76fdcf368d277e039e7,00000159.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000159.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000159.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,True,True,True,table,False,"[""postgres_graph""]",False,t_p_120_1176_p000160,160,True,False,00000160.tif,160,426d9b5e0d830b8e3dfb2815462470c1eb3d5f4b3dff68f1ddeabb735389c8bd,00000160.tif,False,graph_only_validator_gated,False,True,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000160.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000160.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_only,False,True,,,,joined_target_specific_dry_run_plans,"[""postgres_graph""]","{""postgres_graph"": ""ready""}","{""postgres_graph"": []}","[""postgres_graph""]",True,False,False,False,[],ready_dry_run_only,,,
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000161,161,True,True,00000161.tif,161,a1c16ba32b2311d6fee33fc2302752074e19d3cc31a841857664b63a3be963ec,00000161.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000161.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000161.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000162,162,True,True,00000162.tif,162,979492c40eb3f8dae8602fc4d6b13853134b465cd4c69e44e963339e0edc5adf,00000162.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000162.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000162.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,plain_text,False,"[""postgres_graph"", ""qdrant""]",False,t_p_120_1176_p000163,163,True,True,00000163.tif,163,1ba7a88926c36d8d8ee4811bc815514b5cab6d9d8b80406352fbf2e933ada0a7,00000163.tif,False,validated_graph_and_semantic_index,False,False,False,plain_text,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000163.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000163.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant""]","{""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant""]",True,True,False,False,[],ready_dry_run_only,,,
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000164,164,True,True,00000164.tif,164,e74714ac7888ae0dc1b7365c8feb5f9cb5ee1b459881ea1065c2f7b84dcfabdf,00000164.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000164.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000164.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000165,165,True,True,00000165.tif,165,29667c646cf712356e91c00fe0695dba56e0ef0edc9b645e72bb42ba343c4d95,00000165.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000165.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000165.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,plain_text,False,"[""postgres_graph"", ""qdrant""]",False,t_p_120_1176_p000166,166,True,True,00000166.tif,166,7323c0611c990698d63b61def4a6c209e6316cbe839627e1371eddb8830cd215,00000166.tif,False,validated_graph_and_semantic_index,False,False,False,plain_text,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000166.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000166.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant""]","{""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant""]",True,True,False,False,[],ready_dry_run_only,,,
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000167,167,True,True,00000167.tif,167,1fe871f081d3d8ded0859a13984b13665cf1e92e96dd55dd14e51fe46e736dc7,00000167.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000167.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000167.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000168,168,True,True,00000168.tif,168,c29b6e2170bdec78935d6c9ed552b6b8b3449198ac95f130534ec3c0548a3945,00000168.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000168.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000168.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,True,True,True,table,False,"[""postgres_graph""]",False,t_p_120_1176_p000169,169,True,False,00000169.tif,169,63c379373317e6c145c55d6eb756c6e4b5104d00341f8c2158950fa9a36dbd13,00000169.tif,False,graph_only_validator_gated,False,True,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000169.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000169.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_only,False,True,,,,joined_target_specific_dry_run_plans,"[""postgres_graph""]","{""postgres_graph"": ""ready""}","{""postgres_graph"": []}","[""postgres_graph""]",True,False,False,False,[],ready_dry_run_only,,,
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000170,170,True,True,00000170.tif,170,fdf5d910cce2b4d20f11c1f283aa32d60f5af913d56d31a41d04b7310a02707d,00000170.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000170.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000170.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000171,171,True,True,00000171.tif,171,41d195d1d3e3351f18ccd2a3aff077c13e778596d9077b6fd557c024ab5976fb,00000171.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000171.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000171.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,True,True,True,table,False,"[""postgres_graph""]",False,t_p_120_1176_p000172,172,True,False,00000172.tif,172,d804e37029adc4455ebc93eb45e28a86f10182febd5e2855af223439c266d9ec,00000172.tif,False,graph_only_validator_gated,False,True,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000172.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000172.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_only,False,True,,,,joined_target_specific_dry_run_plans,"[""postgres_graph""]","{""postgres_graph"": ""ready""}","{""postgres_graph"": []}","[""postgres_graph""]",True,False,False,False,[],ready_dry_run_only,,,
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000173,173,True,True,00000173.tif,173,d82b08484ec90ef598879c630ce77407b6eb4764ab326665481240619305fff3,00000173.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000173.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000173.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,True,True,True,table,False,"[""postgres_graph""]",False,t_p_120_1176_p000174,174,True,False,00000174.tif,174,c93453817c26b0ba615a67241896827a56f569eee547b6a9c10a7e69b39d2f6f,00000174.tif,False,graph_only_validator_gated,False,True,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000174.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000174.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_only,False,True,,,,joined_target_specific_dry_run_plans,"[""postgres_graph""]","{""postgres_graph"": ""ready""}","{""postgres_graph"": []}","[""postgres_graph""]",True,False,False,False,[],ready_dry_run_only,,,
False,True,True,True,table,False,"[""postgres_graph""]",False,t_p_120_1176_p000175,175,True,False,00000175.tif,175,4195c825e7a2c1e70462402dd72465cb5ca7db223acf27f6157927661eda06bf,00000175.tif,False,graph_only_validator_gated,False,True,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000175.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000175.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_only,False,True,,,,joined_target_specific_dry_run_plans,"[""postgres_graph""]","{""postgres_graph"": ""ready""}","{""postgres_graph"": []}","[""postgres_graph""]",True,False,False,False,[],ready_dry_run_only,,,
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000176,176,True,True,00000176.tif,176,87b9983d1d2496368d7527fbffb22a0a5978ddebd92a14a3c79d1de50de2fd63,00000176.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000176.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000176.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000177,177,True,True,00000177.tif,177,d3ef4231ae925ac5d8ab35e1b630215913b79371364023de20c16aab0b0418fd,00000177.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000177.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000177.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,True,True,True,table,False,"[""postgres_graph""]",False,t_p_120_1176_p000178,178,True,False,00000178.tif,178,75b69d09ad5aabd00edaf3dd4cc8e043373046140a3ddc8e97c67de7cd3cce8f,00000178.tif,False,graph_only_validator_gated,False,True,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000178.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000178.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_only,False,True,,,,joined_target_specific_dry_run_plans,"[""postgres_graph""]","{""postgres_graph"": ""ready""}","{""postgres_graph"": []}","[""postgres_graph""]",True,False,False,False,[],ready_dry_run_only,,,
